workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,Index,Construction,Context,Question,Response,Adj,Tense
211,3YW4XOSQKRQ2276XG3RWSHZF0RO1UJ,2,36,"""english""","""Yes""","""thx""",Trial1,2 150 was_not_mean_to Since_January_2006__there_have_been_several_accidents_in_which_horses_spooked_and_were_injured._In_one_an_elderly_man_broke_his_hip._Please_take_a_good_look_at_the_carriage_horse___he_was_not_mean_to_pull_tourists_around_between_the_shafts_of_his_carriage_without_even_the_opportunity_to_scratch_an_itch. Is_Jason_certain_that_the_carriage_horse_pulled_tourists_around? 7 mean Past,1,2,150,was_not_mean_to,Since_January_2006__there_have_been_several_accidents_in_which_horses_spooked_and_were_injured._In_one_an_elderly_man_broke_his_hip._Please_take_a_good_look_at_the_carriage_horse___he_was_not_mean_to_pull_tourists_around_between_the_shafts_of_his_carriage_without_even_the_opportunity_to_scratch_an_itch.,Is_Jason_certain_that_the_carriage_horse_pulled_tourists_around?,7,mean,Past
15,36W0OB37HXJUSHLLOFTP1WU1JYYZH4,3,26,"""english""","""Yes""","""""",Trial1,3 70 was_not_fortunate_to Mr._Anderson__Just_discovered_your_site_on_The_1939_40_New_York_World's_Fair._It_brought_back_a_lot_of_memories_for_me._Thanks_for_the_time_you_spent_in_constructing_this_site._I_was_not_fortunate_to_visit_the_1939_40_World's_Fair_but_I_had_an_uncle_who_did. Is_Jason_certain_that_he_visited_the_1939_40_World's_Fair? 1 fortunate Past,1,3,70,was_not_fortunate_to,Mr._Anderson__Just_discovered_your_site_on_The_1939_40_New_York_World's_Fair._It_brought_back_a_lot_of_memories_for_me._Thanks_for_the_time_you_spent_in_constructing_this_site._I_was_not_fortunate_to_visit_the_1939_40_World's_Fair_but_I_had_an_uncle_who_did.,Is_Jason_certain_that_he_visited_the_1939_40_World's_Fair?,1,fortunate,Past
189,30X31N5D64VIHIRTNHPPOHAUJO9SAI,8,22,"""English""","""Yes""","""""",Trial1,8 126 wasn't_lucky_to Zidan_was_once_again_the_goalscorer_for_Mainz_as_he_scored_their_only_goal_in_the_81st_minute._The_Egyptian_also_had_two_chances_in_the_first_half_but_wasn't_lucky_to_score. Is_Jason_certain_that_the_Egyptian_scored? 7 lucky Past,1,8,126,wasn't_lucky_to,Zidan_was_once_again_the_goalscorer_for_Mainz_as_he_scored_their_only_goal_in_the_81st_minute._The_Egyptian_also_had_two_chances_in_the_first_half_but_wasn't_lucky_to_score.,Is_Jason_certain_that_the_Egyptian_scored?,7,lucky,Past
243,3H0W84IWBL796G8SOXR6UQVPI1NREN,4,28,"""English""","""Yes""","""""",Trial1,4 48 are_not_wise_to Those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_are_not_wise_to_advise_others_on_this. Is_Jason_certain_that_those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_advised_or_will_advise_others_on_this? 5 wise Pres,1,4,48,are_not_wise_to,Those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_are_not_wise_to_advise_others_on_this.,Is_Jason_certain_that_those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_advised_or_will_advise_others_on_this?,5,wise,Pres
32,3SNVL38CI5X8MEBJ2MCE3Q982XHCKN,5,40,"""english""","""Yes""","""""",Trial1,5 39 were_not_smart_to Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._ Is_Jason_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them? 7 smart Past,1,5,39,were_not_smart_to,Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._,Is_Jason_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them?,7,smart,Past
141,3CPLWGV3MP47WMPJNFU3TSP4Q7J9N8,3,29,"""English""","""Yes""","""""",Trial1,3 135 are_not_lucky_to I_am_so_sorry_that_you_are_not_lucky_to_have_the_team_that_I_do. Is_Jason_certain_that_the_reader_has_the_team_that_he_does? 7 lucky Pres,1,3,135,are_not_lucky_to,I_am_so_sorry_that_you_are_not_lucky_to_have_the_team_that_I_do.,Is_Jason_certain_that_the_reader_has_the_team_that_he_does?,7,lucky,Pres
260,3XM0HYN6NL4OU3SDB5NHPVVAHJ0EPJ,4,27,"""Eng%3Bish""","""Yes""","""""",Trial1,4 122 was_not_lucky_to I_had_the_pleasure_to_know_you_and_your_son_Travis__but_I_was_not_lucky_to_meet_you__Thomas. Is_Jason_certain_that_he_met_Thomas? 1 lucky Past,1,4,122,was_not_lucky_to,I_had_the_pleasure_to_know_you_and_your_son_Travis__but_I_was_not_lucky_to_meet_you__Thomas.,Is_Jason_certain_that_he_met_Thomas?,1,lucky,Past
255,3R5F3LQFV3P4KY78SSOFL5R2VKCOZH,7,23,"""English+""","""Yes""","""Thank+you+""",Trial1,7 80 am_not_fortunate_to Now_I_must_confess_that_I_am_not_fortunate_to_have_dined_at_Chez_Panisse_with_Tower_in_the_kitchen__or_at_the_legendary_Stars_at_the_Zenith_of_its_popularity. Is_Jason_certain_that_he_has_dined_at_Chez_Panisse_with_Tower_in_the_kitchen? 1 fortunate Pres,1,7,80,am_not_fortunate_to,Now_I_must_confess_that_I_am_not_fortunate_to_have_dined_at_Chez_Panisse_with_Tower_in_the_kitchen__or_at_the_legendary_Stars_at_the_Zenith_of_its_popularity.,Is_Jason_certain_that_he_has_dined_at_Chez_Panisse_with_Tower_in_the_kitchen?,1,fortunate,Pres
24,3NGI5ARFTUAPA2Y1ZHS2IBCGSAVP1A,6,24,"""English""","""Yes""","""""",Trial1,6 114 were_not_fortunate_to We_provide_our_communities_the_resources_that_we_were_not_fortunate_to_have_access_to_when_we_were_younger. Is_Jason_certain_that_he_had_access_to_resources_when_he_was_younger? 6 fortunate Past,1,6,114,were_not_fortunate_to,We_provide_our_communities_the_resources_that_we_were_not_fortunate_to_have_access_to_when_we_were_younger.,Is_Jason_certain_that_he_had_access_to_resources_when_he_was_younger?,6,fortunate,Past
245,382M9COHEIK1M809SRMBZ1I9P0SEUF,3,36,"""English""","""Yes""","""""",Trial1,3 127 am_not_lucky_to I_like_your_post_and_solution_that_you_provided_but_I_guess_I_am_not_lucky_to_use_this_as_my_iphone_3Gs_isn't_letting_me_to_change_DNS_address_to_208.67.222.222. Is_Jason_certain_that_he_used_or_will_use_the_solution_given_in_the_post? 4 lucky Pres,1,3,127,am_not_lucky_to,I_like_your_post_and_solution_that_you_provided_but_I_guess_I_am_not_lucky_to_use_this_as_my_iphone_3Gs_isn't_letting_me_to_change_DNS_address_to_208.67.222.222.,Is_Jason_certain_that_he_used_or_will_use_the_solution_given_in_the_post?,4,lucky,Pres
72,3U4J9857OFG1HUCT5SRAO1Y4ESH7B5,8,33,"""English""","""Yes""","""seemed+like+for+the+most+part+the+were+all+certain+or+uncertain+of+what+they+said.++Even+if+they+weren't+correct+about+what+they+were+saying+they+believed+what+they+said.""",Trial1,8 112 were_not_fortunate_to Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so. Is_Jason_certain_that_he_met_with_Edouard_Bontemps_on_the_hospital_grounds? 1 fortunate Past,1,8,112,were_not_fortunate_to,Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so.,Is_Jason_certain_that_he_met_with_Edouard_Bontemps_on_the_hospital_grounds?,1,fortunate,Past
76,3L4PIM1GQUL7CLPJOY301TN50DSRY2,3,42,"""English""","""Yes""","""""",Trial1,3 1 is_not_stupid_to I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster. Is_Jason_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster? 2 stupid Pres,1,3,1,is_not_stupid_to,I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster.,Is_Jason_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster?,2,stupid,Pres
100,3RYC5T2D74YD37XIXB7HO2UTW8QPR7,5,52,"""English""","""Yes""","""This+was+a+very+odd+study.+""",Trial1,5 65 was_not_fortunate_to Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20. Is_Jason_certain_that_he_started_at_that_tender_age? 1 fortunate Past,1,5,65,was_not_fortunate_to,Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20.,Is_Jason_certain_that_he_started_at_that_tender_age?,1,fortunate,Past
246,352YTHGROWIEPKXW3M3Z70HSI3W4HY,6,34,"""English""","""Yes""","""""",Trial1,6 17 am_not_stupid_to There_is_no_chance_a_true_large_scale_museum_can_be_built._The_federal_government_cannot_take_on_the_humongous_legal_liability_for_such_a_hazardous_site._The_Google_founders_are_not_stupid_to_take_on_that_liability_either. Is_Jason_certain_that_the_Google_founders_took_or_will_take_on_the_liability_of_building_a_true_large_scale_museum? 2 stupid Pres,1,6,17,am_not_stupid_to,There_is_no_chance_a_true_large_scale_museum_can_be_built._The_federal_government_cannot_take_on_the_humongous_legal_liability_for_such_a_hazardous_site._The_Google_founders_are_not_stupid_to_take_on_that_liability_either.,Is_Jason_certain_that_the_Google_founders_took_or_will_take_on_the_liability_of_building_a_true_large_scale_museum?,2,stupid,Pres
29,3OWEPKL08AH3I31Q8IWJFWYYVHVN7A,2,29,"""English""","""Yes""","""""",Trial1,2 75 was_not_fortunate_to I_like_to_teach_my_children_about_Jesus__I_was_not_fortunate_to_grow_up_in_a_home_where_religion_played_a_major_role. Is_Jason_certain_that_he_grew_up_in_a_home_where_religion_played_a_major_role? 1 fortunate Past,1,2,75,was_not_fortunate_to,I_like_to_teach_my_children_about_Jesus__I_was_not_fortunate_to_grow_up_in_a_home_where_religion_played_a_major_role.,Is_Jason_certain_that_he_grew_up_in_a_home_where_religion_played_a_major_role?,1,fortunate,Past
13,3YMTUJH0DTL4UTOR3GKOLJKGTXR4T8,7,42,"""English""","""Yes""","""""",Trial1,7 80 am_not_fortunate_to Now_I_must_confess_that_I_am_not_fortunate_to_have_dined_at_Chez_Panisse_with_Tower_in_the_kitchen__or_at_the_legendary_Stars_at_the_Zenith_of_its_popularity. Is_Jason_certain_that_he_has_dined_at_Chez_Panisse_with_Tower_in_the_kitchen? 1 fortunate Pres,1,7,80,am_not_fortunate_to,Now_I_must_confess_that_I_am_not_fortunate_to_have_dined_at_Chez_Panisse_with_Tower_in_the_kitchen__or_at_the_legendary_Stars_at_the_Zenith_of_its_popularity.,Is_Jason_certain_that_he_has_dined_at_Chez_Panisse_with_Tower_in_the_kitchen?,1,fortunate,Pres
97,30H4UDGLT3NM6RKQS3B0230JQLRPMJ,3,29,"""ENGLISH""","""Yes""","""""",Trial1,3 135 are_not_lucky_to I_am_so_sorry_that_you_are_not_lucky_to_have_the_team_that_I_do. Is_Jason_certain_that_the_reader_has_the_team_that_he_does? 1 lucky Pres,1,3,135,are_not_lucky_to,I_am_so_sorry_that_you_are_not_lucky_to_have_the_team_that_I_do.,Is_Jason_certain_that_the_reader_has_the_team_that_he_does?,1,lucky,Pres
181,3TGOYF991YRIB4XVIR1G3J4CBOLUUB,5,27,"""English""","""Yes""","""""",Trial1,5 39 were_not_smart_to Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._ Is_Jason_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them? 5 smart Past,1,5,39,were_not_smart_to,Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._,Is_Jason_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them?,5,smart,Past
232,3E337GFOLADMBWCR1L0DL9BRUKENGD,1,31,"""English""","""Yes""","""""",Trial1,1 53 is_n't_foolish_to Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops. Is_Jason_certain_that_his_school_wasted_or_will_waste_its_money_on_laptops? 6 foolish Pres,1,1,53,is_n't_foolish_to,Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops.,Is_Jason_certain_that_his_school_wasted_or_will_waste_its_money_on_laptops?,6,foolish,Pres
131,3PWWM24LHT3BTVHGW4Q518RVV6A28L,1,38,"""English""","""Yes""","""No+comments+at+this+time""",Trial1,1 21 am_not_stupid_to Anthony_is_right_stay_out_because_this_is_our_issue_to_resolve_and_we_are_not_stupid_to_believe_in_what_is_happening_in_washington_and_all_over_in_the_US_goverment_is_one_bit_good_for_us. Is_Jason_certain_that_he_believes_in_what_is_happening_in_washington_is_one_bit_good_for_him? 7 stupid Pres,1,1,21,am_not_stupid_to,Anthony_is_right_stay_out_because_this_is_our_issue_to_resolve_and_we_are_not_stupid_to_believe_in_what_is_happening_in_washington_and_all_over_in_the_US_goverment_is_one_bit_good_for_us.,Is_Jason_certain_that_he_believes_in_what_is_happening_in_washington_is_one_bit_good_for_him?,7,stupid,Pres
157,3FIJLY1B6V9G0HS96G7N7DGATKFFP2,1,41,"""English""","""Yes""","""""",Trial1,1 67 was_not_fortunate_to John:_My_career_goal_is_to_become_a_certified_public_accountant._I've_been_unwilling_to_incur_the_expense_because_I've_been_giving_my_kids_the_time_and_direction_that_I_was_not_fortunate_to_have_from_my_father._ Is_John_certain_that_he_was_given_time_and_direction_from_his_father? 6 fortunate Past,1,1,67,was_not_fortunate_to,John:_My_career_goal_is_to_become_a_certified_public_accountant._I've_been_unwilling_to_incur_the_expense_because_I've_been_giving_my_kids_the_time_and_direction_that_I_was_not_fortunate_to_have_from_my_father._,Is_John_certain_that_he_was_given_time_and_direction_from_his_father?,6,fortunate,Past
42,3I33IC7ZWG7PCJAVT2AJXZXQLUAA2X,6,24,"""english""","""Yes""","""""",Trial1,6 17 am_not_stupid_to There_is_no_chance_a_true_large_scale_museum_can_be_built._The_federal_government_cannot_take_on_the_humongous_legal_liability_for_such_a_hazardous_site._The_Google_founders_are_not_stupid_to_take_on_that_liability_either. Is_Jason_certain_that_the_Google_founders_took_or_will_take_on_the_liability_of_building_a_true_large_scale_museum? 1 stupid Pres,1,6,17,am_not_stupid_to,There_is_no_chance_a_true_large_scale_museum_can_be_built._The_federal_government_cannot_take_on_the_humongous_legal_liability_for_such_a_hazardous_site._The_Google_founders_are_not_stupid_to_take_on_that_liability_either.,Is_Jason_certain_that_the_Google_founders_took_or_will_take_on_the_liability_of_building_a_true_large_scale_museum?,1,stupid,Pres
59,3XUHV3NRVL3WL31WHRM9CSN6IZR5H4,8,25,"""English""","""Yes""","""""",Trial1,8 4 is_not_stupid_to Clinton_himself_signed_the_relevant_law._He_is_not_stupid_to_fall_into_that_trap_especially_with_his_experience_with_'depends_on_the_definition_of_it.' Is_Jason_certain_that_Clinton_fell_or_will_fall_into_that_trap? 6 stupid Pres,1,8,4,is_not_stupid_to,Clinton_himself_signed_the_relevant_law._He_is_not_stupid_to_fall_into_that_trap_especially_with_his_experience_with_'depends_on_the_definition_of_it.',Is_Jason_certain_that_Clinton_fell_or_will_fall_into_that_trap?,6,stupid,Pres
96,3Z3ZLGNNSJZ6KHDVMYLA69HNVQWQ3V,2,45,"""English""","""Yes""","""Thank+you+for+the+opportunity+to+contribute!""",Trial1,2 74 was_not_fortunate_to I_was_not_fortunate_to_be_one_of_the_1500_and_I_was_wondering_what_you_intended_for_the_rest_of_us. Is_Jason_certain_that_he_was_one_of_the_1500? 1 fortunate Past,1,2,74,was_not_fortunate_to,I_was_not_fortunate_to_be_one_of_the_1500_and_I_was_wondering_what_you_intended_for_the_rest_of_us.,Is_Jason_certain_that_he_was_one_of_the_1500?,1,fortunate,Past
200,32Q90QCQ1TQNJCVXYDI9TE9BN9UKEO,7,30,"""English""","""Yes""","""""",Trial1,7 29 is_n't_smart_to We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction. Is_Jason_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction? 6 smart Pres,1,7,29,is_n't_smart_to,We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction.,Is_Jason_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction?,6,smart,Pres
65,3I2PTA7R3UZCGFL274D9NVYP6CIKQ0,1,43,"""english""","""Yes""","""""",Trial1,1 34 will_not_be_smart_to Once_you_installed_this_free_Notipage_webpage_monitoring_software_then_just_make_your_first_alert._It's_worth_mentioning_here_that_the_app_will_not_be_smart_to_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service._ Is_Jason_certain_that_the_app_will_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service? 3 smart Fut,1,1,34,will_not_be_smart_to,Once_you_installed_this_free_Notipage_webpage_monitoring_software_then_just_make_your_first_alert._It's_worth_mentioning_here_that_the_app_will_not_be_smart_to_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service._,Is_Jason_certain_that_the_app_will_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service?,3,smart,Fut
