workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough,AdjPure
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"english","Yes",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"English","Yes",Trial1,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,1,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"English","Yes",Trial1,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,1,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"english","Yes",Trial1,1 58-mean-CxC-E CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean_enough He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am E,1,1,58-mean-CxC-E,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean_enough,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,E,mean
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"english","Yes",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"English","Yes",Trial1,10 58-mean-CxC-noE CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 6 mean He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am noE,1,10,58-mean-CxC-noE,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,6,mean,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,noE,mean
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"English","Yes",Trial1,6 41-foolish-CnC-noE CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish She_listened_to_him. to_ignore_him noE,1,6,41-foolish-CnC-noE,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish,She_listened_to_him.,to_ignore_him,noE,foolish
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"English","Yes",Trial1,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,1,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"English","Yes",Trial1,1 8-stupid-CnC-noE CnC Zack_left_the_bar_drunk. He_drove_home. 1 stupid He_called_a_taxi. to_drive_home noE,1,1,8-stupid-CnC-noE,CnC,Zack_left_the_bar_drunk.,He_drove_home.,1,stupid,He_called_a_taxi.,to_drive_home,noE,stupid
56,3R0T90IZ1SDBWPR0EDCW8HFW2RBCGY,2,37,"English","Yes",Trial1,3 47-polite-CnC-E CnC Chad_had_insulted_his_wife. He_apologized. 7 polite_enough He_refused_to_acknowledge_his_insult. to_apologize E,1,3,47-polite-CnC-E,CnC,Chad_had_insulted_his_wife.,He_apologized.,7,polite_enough,He_refused_to_acknowledge_his_insult.,to_apologize,E,polite
8,3SLE99ER0NESD1UZQ54QI4PKVW4BZE,5,37,"English","Yes",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
131,3FIJLY1B6U5OCE498YSKAWER0VQPFQ,3,36,"English","Yes",Trial1,4 27-lucky-CxC-noE CxC Eve_was_a_finalist_in_The_Bachelor. She_was_chosen. 7 lucky She_lost_out_to_the_other_woman. to_be_chosen noE,1,4,27-lucky-CxC-noE,CxC,Eve_was_a_finalist_in_The_Bachelor.,She_was_chosen.,7,lucky,She_lost_out_to_the_other_woman.,to_be_chosen,noE,lucky
1,3MTMREQS4VJJ0WK294KNOPBWWCHAWU,3,26,"English","Yes",Trial1,4 46-polite-CnC-E CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 7 polite_enough He_banged_at_the_door. to_knock_gently E,1,4,46-polite-CnC-E,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,7,polite_enough,He_banged_at_the_door.,to_knock_gently,E,polite
96,3PM8NZGV8YHQCCW985DVG8489W9QXA,6,36,"English","Yes",Trial1,7 5-smart-CnC-E CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 1 smart_enough She_kept_using_the_same_passwords. to_change_her_passwords_immediately E,1,7,5-smart-CnC-E,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,1,smart_enough,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,E,smart
52,3B2X28YI3WGQPRAOO07FL6WPQS96BK,4,31,"English","Yes",Trial1,5 52-rude-CnC-E CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 2 rude_enough She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping E,1,5,52-rude-CnC-E,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,2,rude_enough,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,E,rude
109,36U2A8VAG10T1EOO0WF030Z8CWAYKV,4,67,"English","Yes",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
64,3LS2AMNW5FR3I3IH7EQZXVDFXS4OQ3,11,33,"English","Yes",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
50,3D8YOU6S9EL5LQJUOROAQWODFDG6U1,6,27,"English%2C+Spanish","Yes",Trial1,7 13-fortunate-CnC-noE CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 7 fortunate She_lost_a_leg. to_get_away_with_a_few_cuts noE,1,7,13-fortunate-CnC-noE,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,7,fortunate,She_lost_a_leg.,to_get_away_with_a_few_cuts,noE,fortunate
113,3DQQ64TANGMQN0Q4YN2KEK0RVYGPWO,5,32,"english","Yes",Trial1,6 51-rude-CxC-E CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 7 rude_enough She_was_using_a_fork. to_use_her_fingers E,1,6,51-rude-CxC-E,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,7,rude_enough,She_was_using_a_fork.,to_use_her_fingers,E,rude
130,3YHH42UU5BG7OPALDOGSQ8I3PJ2L0M,11,20,"English","Yes",Trial1,12 20-brave-CxC-E CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 7 brave_enough He_refused_to_speak_up. to_agree_to_do_it E,1,12,20-brave-CxC-E,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,7,brave_enough,He_refused_to_speak_up.,to_agree_to_do_it,E,brave
127,369J354OFDBMG8IZ4MZTMHNM652G6C,8,30,"English","Yes",Trial1,9 28-lucky-CxC-noE CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 1 lucky She_can't_get_a_job. to_get_a_minimum_wage_job noE,1,9,28-lucky-CxC-noE,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,1,lucky,She_can't_get_a_job.,to_get_a_minimum_wage_job,noE,lucky
69,30MVJZJNHMEJPTAYAZN83464OYRJ9U,8,31,"English","Yes",Trial1,9 28-lucky-CxC-noE CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 3 lucky She_can't_get_a_job. to_get_a_minimum_wage_job noE,1,9,28-lucky-CxC-noE,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,3,lucky,She_can't_get_a_job.,to_get_a_minimum_wage_job,noE,lucky
124,32VNZTT0A75ZQBNZ190QONHFCN7R4Y,7,53,"english","Yes",Trial1,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 1 smart She_did_nothing. to_call_the_police noE,1,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,1,smart,She_did_nothing.,to_call_the_police,noE,smart
126,3GLB5JMZFXWL1HXEE977SNXEOT5DGM,10,32,"English","Yes",Trial1,11 15-fortunate-CnC-E CnC Sue_was_traveling_in_France. She_spoke_some_French. 7 fortunate_enough She_couldn't_understand_the_language. to_speak_some_French E,1,11,15-fortunate-CnC-E,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,7,fortunate_enough,She_couldn't_understand_the_language.,to_speak_some_French,E,fortunate
117,3X65QVEQI0ORIH51P49CL9K4ZAECLQ,9,54,"English","Yes",Trial1,10 58-mean-CxC-noE CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 1 mean He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am noE,1,10,58-mean-CxC-noE,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,1,mean,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,noE,mean
44,32SVAV9L3FAM9YIEZK9LJS0ZZL33A2,10,30,"English","Yes",Trial1,11 59-mean-CxC-E CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 2 mean_enough He_gave_her_an_ice_tea. to_give_her_a_milk_shake E,1,11,59-mean-CxC-E,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,2,mean_enough,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,E,mean
34,3BEFOD78W6U8TVA7W1492ON572P4M9,10,58,"english","Yes",Trial1,11 59-mean-CxC-E CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 6 mean_enough He_gave_her_an_ice_tea. to_give_her_a_milk_shake E,1,11,59-mean-CxC-E,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,6,mean_enough,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,E,mean
108,3HQUKB7LNFFGDTXRKB8F48ODVLBHHY,10,39,"English","Yes",Trial1,11 31-wise-CnC-noE CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 6 wise He_waited_a_week_to_cancel_the_cards. to_cancel_the_credit_cards_immediately noE,1,11,31-wise-CnC-noE,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,6,wise,He_waited_a_week_to_cancel_the_cards.,to_cancel_the_credit_cards_immediately,noE,wise
37,3QL2OFSM96JH6H8M1HPRY1OT45FCNT,10,29,"English","Yes",Trial1,11 50-rude-CxC-noE CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 3 rude She_apologized_for_her_mistake. to_ignore_him noE,1,11,50-rude-CxC-noE,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,3,rude,She_apologized_for_her_mistake.,to_ignore_him,noE,rude
75,36DSNE9QZ5ZMWGE4CO6Q0U1TKZVJOV,9,30,"English","Yes",Trial1,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,1,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
22,31Z0PCVWUKG9PDIA7W3SRE27RAK7T1,1,22,"English","Yes",Trial10,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,10,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
20,354P56DE9K48AD5VIWY2H96LPR67SC,1,25,"english","Yes",Trial10,2 56-mean-CxC-E CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean_enough He_still_watched_it_with_her. to_turn_off_the_movie E,10,2,56-mean-CxC-E,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean_enough,He_still_watched_it_with_her.,to_turn_off_the_movie,E,mean
16,3TE3O857309PNX8CXVH2V8KHS91R2S,1,35,"english","Yes",Trial10,2 53-rude-CnC-E CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 3 rude_enough She_felt_terrible_and_apologized. to_laugh_at_his_tears E,10,2,53-rude-CnC-E,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,3,rude_enough,She_felt_terrible_and_apologized.,to_laugh_at_his_tears,E,rude
118,374TNBHA8BWFCHMJD1ZXZMBHB2UQY7,5,61,"English","Yes",Trial10,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,10,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
84,3WI0P0II61TCQ76SUK1JRRBLP0QRD1,7,29,"English","Yes",Trial10,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 7 smart She_did_nothing. to_call_the_police noE,10,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,7,smart,She_did_nothing.,to_call_the_police,noE,smart
114,3TMFV4NEP8F5H8RNC609SY516O8W83,6,24,"english","Yes",Trial10,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,10,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
25,3SITXWYCNVA386UKPNG5LJ99NW0BXB,6,30,"English","Yes",Trial10,7 36-wise-CxC-E CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 6 wise_enough He_kept_her_in_the_same_low-level_position. to_promote_her E,10,7,36-wise-CxC-E,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,6,wise_enough,He_kept_her_in_the_same_low-level_position.,to_promote_her,E,wise
63,3FDJT1UU749VZQE4PUA3S31FHRY5KE,11,22,"English","Yes",Trial10,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,10,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
82,3YMU66OBIN92DX2G05QXJ8CCFJ8GH3,6,31,"English","Yes",Trial10,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,10,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
26,3NKQQ8O39Y646ZY9YEWOW2Y5WZUDUR,9,44,"English","Yes",Trial10,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,10,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
92,3TE3O857309PNX8CXVH2V8KHS912R3,8,44,"English","Yes",Trial10,9 45-polite-CxC-noE CxC Chad_watched_a_street_comedian. He_laughed. 1 polite He_frowned_because_he_didn't_like_the_act. to_laugh noE,10,9,45-polite-CxC-noE,CxC,Chad_watched_a_street_comedian.,He_laughed.,1,polite,He_frowned_because_he_didn't_like_the_act.,to_laugh,noE,polite
85,3WSELTNVR33R8FG8EZFC154XSIQATV,2,32,"English","Yes",Trial10,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,10,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
98,3HHRAGRYX86XQ41VQCFDB0NQNSRO98,10,32,"English","Yes",Trial10,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,10,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
42,34S9DKFK73QU9K9RX97GVSGC6R7YNS,0,28,"English","Yes",Trial10,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,10,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
11,3SKEMFQBZ36EM8X6NSH64NB6JHZ8KJ,1,24,"English","Yes",Trial10,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,10,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
59,336YQZE83VFQPEE7A6NJ7GTJ6WT5MJ,5,27,"English","Yes",Trial10,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,10,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
2,3MB8LZR5BFU91FHPHHQA9SXC3HYLKI,4,21,"Spanish+and+English","Yes",Trial10,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,10,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
111,3XC1O3LBOSN84Y7CBQ42AJK8MUPTLW,10,31,"English","Yes",Trial10,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,10,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
10,320DUZ38G7NY43X6O5TIVLSRSBCGJ8,4,29,"English","Yes",Trial10,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,10,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
71,3BWI6RSP7GA70U0DH1EXSS26O0XE7I,10,28,"English","Yes",Trial10,11 50-rude-CxC-noE CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 7 rude She_apologized_for_her_mistake. to_ignore_him noE,10,11,50-rude-CxC-noE,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,7,rude,She_apologized_for_her_mistake.,to_ignore_him,noE,rude
119,32Q90QCQ1SMVV97X0V36WX7SUKYEKP,1,29,"english","Yes",Trial10,2 35-wise-CnC-noE CnC Paul_was_staying_in_a_bad_part_of_town. He_stayed_at_home_at_night. 2 wise He_went_out_alone_in_the_dark. to_stay_at_home_at_night noE,10,2,35-wise-CnC-noE,CnC,Paul_was_staying_in_a_bad_part_of_town.,He_stayed_at_home_at_night.,2,wise,He_went_out_alone_in_the_dark.,to_stay_at_home_at_night,noE,wise
104,3D4CH1LGEAU9YRKX2T256REOW619G7,6,24,"english","Yes",Trial10,7 28-lucky-CnC-noE CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 6 lucky She_won_a_consolation_prize. to_win_the_first_prize noE,10,7,28-lucky-CnC-noE,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,6,lucky,She_won_a_consolation_prize.,to_win_the_first_prize,noE,lucky
87,3JJVG1YBEBYU6NAAJHXAT0IPUXPB50,6,25,"English","Yes",Trial10,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,10,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
35,39GAF6DQWR1ARJ7XNBMYRMZFL911VF,1,23,"English","Yes",Trial10,2 39-foolish-CxC-noE CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 6 foolish She_made_sure_she_was_safe. to_take_her_top_off noE,10,2,39-foolish-CxC-noE,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,6,foolish,She_made_sure_she_was_safe.,to_take_her_top_off,noE,foolish
13,3KOPY89HM83XARLITQMYCR3IO683JO,1,30,"english","Yes",Trial10,2 28-lucky-CnC-E CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 7 lucky_enough She_won_a_consolation_prize. to_win_the_first_prize E,10,2,28-lucky-CnC-E,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,7,lucky_enough,She_won_a_consolation_prize.,to_win_the_first_prize,E,lucky
93,38BQUHLA9W1CXOKPFLJIGMTANRYOM7,8,38,"english","Yes",Trial10,9 39-foolish-CxC-E CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 5 foolish_enough She_made_sure_she_was_safe. to_take_her_top_off E,10,9,39-foolish-CxC-E,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,5,foolish_enough,She_made_sure_she_was_safe.,to_take_her_top_off,E,foolish
73,3ND9UOO81K30WFB66V9DX3R7QO7WLP,11,43,"Korean%2C+English","Yes",Trial10,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,10,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"English","Yes",Trial10,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,10,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"English","Yes",Trial10,12 51-rude-CxC-noE CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 6 rude She_was_using_a_fork. to_use_her_fingers noE,10,12,51-rude-CxC-noE,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,6,rude,She_was_using_a_fork.,to_use_her_fingers,noE,rude
