workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Condition2
135,3A1COHJ8NJWNKIWYH7E9RVVERXP8H3,1,22,"English","Yes",Trial1,2 45-polite-CxC CxC Chad_watched_a_street_comedian. He_laughed. 7 polite,1,2,45-polite-CxC,CxC,Chad_watched_a_street_comedian.,He_laughed.,7,polite,Cx
106,3KRVW3HTZNMRVGCIM20R0R3BKDUSMV,21,48,"English","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,22,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
124,39O5D9O87TTA2DFCJY5CPNQNYJS3CX,1,23,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,2,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
81,30MVJZJNHMEJPTAYAZN83464OVBJ98,14,32,"English","Yes",Trial1,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,1,15,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
49,3P1L2B7AD1QSR624F9I3G9ELNJ2LOQ,7,49,"english","Yes",Trial1,8 28-lucky-CnD CnD Eve_bought_a_raffle_ticket._ She_lost_it_the_next_day. 1 lucky,1,8,28-lucky-CnD,CnD,Eve_bought_a_raffle_ticket._,She_lost_it_the_next_day.,1,lucky,Cn
125,3X08E93BHVJKJFTTS9Q7AQAXCOJ66E,21,27,"english","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,22,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
102,3RSDURM96ANQFEWE4A4X55M3SWZYEQ,13,22,"English","Yes",Trial1,14 55-mean-CnD CnD Jack_walked_past_an_old_man_with_a_cane. He_helped_him_across_the_street. 1 mean,1,14,55-mean-CnD,CnD,Jack_walked_past_an_old_man_with_a_cane.,He_helped_him_across_the_street.,1,mean,Cn
244,3ZOTGHDK5ICFVJXUZIF4SVSGFD9SOA,2,22,"English","Yes",Trial1,3 52-rude-CxD CxD Ann_was_sitting_in_a_park. She_made_a_call_on_her_cell_phone. 5 rude,1,3,52-rude-CxD,CxD,Ann_was_sitting_in_a_park.,She_made_a_call_on_her_cell_phone.,5,rude,Cx
169,308XBLVESI5JBA88GOADW1NLMC8RBI,0,33,"English","Yes",Trial1,1 11-stupid-CxD CxD Zack_was_at_a_steak_house. He_ordered_a_steak. 6 stupid,1,1,11-stupid-CxD,CxD,Zack_was_at_a_steak_house.,He_ordered_a_steak.,6,stupid,Cx
160,37QW5D2ZRGNCARAES1Q8V92G0868SO,20,25,"English","Yes",Trial1,21 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 7 mean,1,21,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,7,mean,Cn
180,36NEMU28XFEK2XTR67ASXG6WQQRWMF,0,22,"english","Yes",Trial1,1 55-mean-CxD CxD Jack's_wife_is_celebrating_her_birthday_today. He_baked_a_cake_for_her. 1 mean,1,1,55-mean-CxD,CxD,Jack's_wife_is_celebrating_her_birthday_today.,He_baked_a_cake_for_her.,1,mean,Cx
3,3KB8R4ZV1E8SMKZU0DG1XX9EK3XBG6,3,39,"english","Yes",Trial1,4 34-wise-CnD CnD Paul's_parents_were_fighting. He_got_involved. 2 wise,1,4,34-wise-CnD,CnD,Paul's_parents_were_fighting.,He_got_involved.,2,wise,Cn
220,3H0W84IWBK3HIDKSQFC3X9T6P9LREI,13,22,"English","Yes",Trial1,14 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 1 foolish,1,14,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,1,foolish,Cn
85,3WQQ9FUS6AVDT5TCHF4D5KSGWKKB8Q,19,39,"English","Yes",Trial1,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,1,20,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
253,3X1FV8S5JXS7VYX05U71Y93LNVDGVH,23,26,"English","Yes",Trial1,24 3-smart-CxC CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 5 smart,1,24,3-smart-CxC,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,5,smart,Cx
98,31QTRG6Q2TEUC5L4DOK8ZHL7631YPB,15,21,"English","Yes",Trial1,16 47-polite-CxD CxD Chad_was_asked_to_move_to_the_left. He_moved_to_the_right. 1 polite,1,16,47-polite-CxD,CxD,Chad_was_asked_to_move_to_the_left.,He_moved_to_the_right.,1,polite,Cx
40,3X87C8JFV6CIGVAAEV78H0NGUERSQI,1,29,"English","Yes",Trial1,2 10-stupid-CxD CxD Zack_was_drinking_a_glass_of_wine. He_took_a_sip. 1 stupid,1,2,10-stupid-CxD,CxD,Zack_was_drinking_a_glass_of_wine.,He_took_a_sip.,1,stupid,Cx
64,3VJ40NV2QIOGAJA9OIKU20O2HWOTO1,9,46,"English","Yes",Trial1,10 11-stupid-CxC CxC Zack_is_a_vegetarian. He_ordered_a_steak. 7 stupid,1,10,11-stupid-CxC,CxC,Zack_is_a_vegetarian.,He_ordered_a_steak.,7,stupid,Cx
222,3TS1AR6UQQFZ6809CCY3AAN60Y77FI,22,29,"English","Yes",Trial1,23 12-stupid-CxC CxC Zack_is_lactose_intolerant. He_drank_a_milk_shake. 7 stupid,1,23,12-stupid-CxC,CxC,Zack_is_lactose_intolerant.,He_drank_a_milk_shake.,7,stupid,Cx
53,3TPZPLC3M0DTW2OGO3RI9NPUX273PB,20,32,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,21,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
16,3BGYGHDBBXL8JDRRI521U0C9GEG22D,21,29,"English","Yes",Trial1,22 6-smart-CnC CnC Jane_parked_her_car. She_turned_off_the_lights. 7 smart,1,22,6-smart-CnC,CnC,Jane_parked_her_car.,She_turned_off_the_lights.,7,smart,Cn
176,3Z7ISHFUH0W9B3WSNTKGR2ZJNN68ZT,20,22,"English","Yes",Trial1,21 54-rude-CnC CnC Ann_was_chatting_with_her_friend_Mark. She_talked_only_about_herself. 6 rude,1,21,54-rude-CnC,CnC,Ann_was_chatting_with_her_friend_Mark.,She_talked_only_about_herself.,6,rude,Cn
108,3QEMNNSB2X028OMDL63DMAKLOLR7D7,12,60,"English","Yes",Trial1,13 23-brave-CxD CxD Greg_wanted_to_get_some_milk_from_the_corner_store. He_made_the_trip. 5 brave,1,13,23-brave-CxD,CxD,Greg_wanted_to_get_some_milk_from_the_corner_store.,He_made_the_trip.,5,brave,Cx
190,345LHZDEDXT6O7WC5PQCJTCT5JZ3U7,23,42,"english","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,24,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
56,3Z4XG4ZF48SK68WDMBWVUHJ8FN88XW,21,32,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,22,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
45,3TVSS0C0E11OFSJBF4B4JU1OKYNWTG,14,27,"English","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,15,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
202,3SEPORI8WN0NURP7KR4UNT5EDB6ZAO,16,27,"English","Yes",Trial1,17 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 7 stupid,1,17,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,7,stupid,Cx
119,33LKR6A5KELVER38IGMJQ4BUOLF1TN,20,30,"English","Yes",Trial1,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 5 true,1,21,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,5,true,na
172,3OUYGIZWR7ZXFAPJ5G9Z7PRNUQNP02,1,20,"English","Yes",Trial1,2 37-foolish-CnD CnD Kate_was_working_a_very_stressful_job. She_took_relaxation_classes. 2 foolish,1,2,37-foolish-CnD,CnD,Kate_was_working_a_very_stressful_job.,She_took_relaxation_classes.,2,foolish,Cn
34,3L4D84MILZTC4ZSH8BB0GL4S78JJHY,18,26,"english","Yes",Trial1,19 46-polite-CnC CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 7 polite,1,19,46-polite-CnC,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,7,polite,Cn
223,34BBWHLWHACY6E30LSC05NZF9H7IWL,18,31,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,19,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
116,36W0OB37HWF24EXLQXEM4FSIQ6WZHZ,5,57,"english","Yes",Trial1,6 58-mean-CnC CnC Jack_had_a_date_last_Sunday. He_stood_up_his_date. 5 mean,1,6,58-mean-CnC,CnC,Jack_had_a_date_last_Sunday.,He_stood_up_his_date.,5,mean,Cn
139,3PZDLQMM0TMLHVJTFYR76DLVS5SC2V,18,33,"English","Yes",Trial1,19 18-fortunate-CxC CxC Sue_needed_to_get_some_rest. She_fell_asleep. 7 fortunate,1,19,18-fortunate-CxC,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,7,fortunate,Cx
260,3BEFOD78W6U8TVA7W1492ON56XSM4J,9,33,"ENLISH","Yes",Trial1,10 39-foolish-CxD CxD Kate_was_getting_a_breast_exam. She_took_her_top_off. 1 foolish,1,10,39-foolish-CxD,CxD,Kate_was_getting_a_breast_exam.,She_took_her_top_off.,1,foolish,Cx
110,3X0H8UUIT1PN0S6WQ46E9P52IF8SWM,9,21,"English","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,10,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
257,3NAPMVF0ZWGF5EOXOHJWQRTHRU227T,23,30,"English","Yes",Trial1,24 26-lucky-CnC CnC Eve_was_going_to_Hawaii_on_vacation. She_got_a_room_with_a_view_of_the_beach. 6 lucky,1,24,26-lucky-CnC,CnC,Eve_was_going_to_Hawaii_on_vacation.,She_got_a_room_with_a_view_of_the_beach.,6,lucky,Cn
90,3DY4FPOOA1PYKO6EL51DXDHSP4ORVO,18,40,"english","Yes",Trial1,19 10-stupid-CnC CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid,1,19,10-stupid-CnC,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid,Cn
15,3B3WTRP3DB3JJXCQ3EHG4NKNMKP92B,14,20,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,15,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
158,3CN4LGXD5XP8NCZLF4SKWJACF75Y4K,13,20,"English","Yes",Trial1,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 6 true,1,14,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,6,true,na
22,33F859I566E6MGU5KJYJIXLFZ3AHBB,14,27,"english","Yes",Trial1,15 44-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_applauded. 1 polite,1,15,44-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_applauded.,1,polite,Cx
32,3KKG4CDWKIZTMBRD7S04X2HL6YL947,22,23,"English","Yes",Trial1,23 44-polite-CnC CnC Chad_met_his_neighbor_for_the_first_time. He_asked_about_his_children. 5 polite,1,23,44-polite-CnC,CnC,Chad_met_his_neighbor_for_the_first_time.,He_asked_about_his_children.,5,polite,Cn
55,3YMTUJH0DSHC6Q0R5Y5LO2IX05P4T3,18,25,"english","Yes",Trial1,19 18-fortunate-CxC CxC Sue_needed_to_get_some_rest. She_fell_asleep. 7 fortunate,1,19,18-fortunate-CxC,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,7,fortunate,Cx
208,3AAPLD8UCCI6I2OMK5P4IRR15AATHD,22,24,"English","Yes",Trial1,23 58-mean-CnD CnD Jack_had_a_date_last_Sunday. He_paid_for_dinner. 1 mean,1,23,58-mean-CnD,CnD,Jack_had_a_date_last_Sunday.,He_paid_for_dinner.,1,mean,Cn
60,3L70J4KAZGNKRQKBS9FXW1MBPTXAD1,0,22,"English","Yes",Trial1,1 20-brave-CnC CnC Greg_witnessed_a_knife_fight. He_pulled_the_fighters_apart. 3 brave,1,1,20-brave-CnC,CnC,Greg_witnessed_a_knife_fight.,He_pulled_the_fighters_apart.,3,brave,Cn
63,3OVR4I9USPKZEA8ZOUBQJX7AGYQ4QP,21,27,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,22,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
154,34HJIJKLP5XRJI4GAT50PK6IXQ54VJ,7,26,"English","Yes",Trial1,8 8-stupid-CnC CnC Zack_left_the_bar_drunk. He_drove_home. 6 stupid,1,8,8-stupid-CnC,CnC,Zack_left_the_bar_drunk.,He_drove_home.,6,stupid,Cn
211,36PW28KO4ZXPJWYBO4QH2J4WP5YAEU,18,30,"English","Yes",Trial1,19 34-wise-CxC CxC Paul_was_burnt_out_from_work. He_took_a_vacation. 7 wise,1,19,34-wise-CxC,CxC,Paul_was_burnt_out_from_work.,He_took_a_vacation.,7,wise,Cx
111,32VNZTT0A75ZQBNZ190QONHFCKS4RQ,23,30,"English","Yes",Trial1,24 12-stupid-CnD CnD Zack_inherited_a_lot_of_money. He_invested_it.__ 1 stupid,1,24,12-stupid-CnD,CnD,Zack_inherited_a_lot_of_money.,He_invested_it.__,1,stupid,Cn
65,3GGAI1SQEVZBOZNMPGARLMZTYA9MCW,12,30,"english","Yes",Trial1,13 53-rude-CxD CxD Ann_was_stressed_out. She_frowned. 1 rude,1,13,53-rude-CxD,CxD,Ann_was_stressed_out.,She_frowned.,1,rude,Cx
217,3TXD01ZLD4IR63FG53VVTY4ZJJW4UU,17,35,"english","Yes",Trial1,18 19-brave-CnD CnD Greg_saw_a_child_drowning_in_a_river. He_watched_from_the_river_bank. 1 brave,1,18,19-brave-CnD,CnD,Greg_saw_a_child_drowning_in_a_river.,He_watched_from_the_river_bank.,1,brave,Cn
156,378XPAWRUCE1Z10XKNG8NY2OHY5AI3,18,47,"English","Yes",Trial1,19 41-foolish-CxC CxC Kate_has_problems_with_her_feet. She_wore_high_heels. 5 foolish,1,19,41-foolish-CxC,CxC,Kate_has_problems_with_her_feet.,She_wore_high_heels.,5,foolish,Cx
170,3TPZPLC3M0DTW2OGO3RI9NPUX27P3X,12,29,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 2 true,1,13,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,2,true,na
163,37Q970SNZE9UZRQTTGHTGZF8M20S1O,21,23,"english","Yes",Trial1,22 13-fortunate-CnC CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 7 fortunate,1,22,13-fortunate-CnC,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,7,fortunate,Cn
20,3HYA4D452RKSK73360H8EJ6YPIL2FX,12,30,"English","Yes",Trial1,13 43-polite-CnC CnC Chad_was_visiting_his_grandmother. He_brought_a_gift. 6 polite,1,13,43-polite-CnC,CnC,Chad_was_visiting_his_grandmother.,He_brought_a_gift.,6,polite,Cn
153,31T4R4OBOSHS3WGZLA8224233LEC7B,5,26,"English","Yes",Trial1,6 7-stupid-CxC CxC Zack_had_the_measles. He_went_to_school. 7 stupid,1,6,7-stupid-CxC,CxC,Zack_had_the_measles.,He_went_to_school.,7,stupid,Cx
41,3RKNTXVS3MZ7RU1IZYE4TXS5CG4A4O,0,33,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,1,1,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
47,3R2PKQ87NW92129MHQ6DWPXOBFTMIY,8,19,"English","Yes",Trial1,9 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 1 smart,1,9,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,1,smart,Cx
80,3Z2R0DQ0JHF0ET37BPX2W1LYDH62EF,15,38,"english","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,16,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
204,3R8YZBNQ9HJWXXQIQS9XM9RK70G7QC,21,42,"English","Yes",Trial1,22 19-brave-CxC CxC Greg_suffers_from_depression. He_admitted_it. 7 brave,1,22,19-brave-CxC,CxC,Greg_suffers_from_depression.,He_admitted_it.,7,brave,Cx
127,3L4D84MILZTC4ZSH8BB0GL4S78JHJW,3,26,"English","Yes",Trial1,4 38-foolish-CxD CxD Kate_wanted_to_exercise. She_went_for_a_run. 1 foolish,1,4,38-foolish-CxD,CxD,Kate_wanted_to_exercise.,She_went_for_a_run.,1,foolish,Cx
265,3WETL7AQWT9P3S6X4OI4BHKD62753S,4,37,"english","Yes",Trial1,5 7-stupid-CnD CnD Zack_was_in_a_severe_thunderstorm. He_found_shelter_in_a_basement. 2 stupid,1,5,7-stupid-CnD,CnD,Zack_was_in_a_severe_thunderstorm.,He_found_shelter_in_a_basement.,2,stupid,Cn
185,3TDXMTX3CBV0CZOUUAZW7T02LFE6I8,19,34,"English","Yes",Trial1,20 39-foolish-CnD CnD Kate_went_on_a_beach_vacation. She_brought_a_lot_of_sun_screen. 1 foolish,1,20,39-foolish-CnD,CnD,Kate_went_on_a_beach_vacation.,She_brought_a_lot_of_sun_screen.,1,foolish,Cn
240,3DY46V3X3PJSH7T1I76XQEIXKYY55I,4,22,"English","Yes",Trial1,5 53-rude-CnD CnD Ann_had_insulted_her_husband. She_apologized. 1 rude,1,5,53-rude-CnD,CnD,Ann_had_insulted_her_husband.,She_apologized.,1,rude,Cn
150,3V26SBZTBDFOVZXFWJKT4MWNMWDZZP,8,21,"English","Yes",Trial1,9 58-mean-CxC CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean,1,9,58-mean-CxC,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean,Cx
71,3KKG4CDWKIZTMBRD7S04X2HL6YL492,4,20,"English","Yes",Trial1,5 53-rude-CnD CnD Ann_had_insulted_her_husband. She_apologized. 1 rude,1,5,53-rude-CnD,CnD,Ann_had_insulted_her_husband.,She_apologized.,1,rude,Cn
218,3ZPPDN2SLVXBEDO6WYCH6OTCJNF9ED,6,26,"English","Yes",Trial1,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,1,7,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
43,3IQ1VMJRYTL8O07UGTAVA53LY8H9AI,22,20,"English","Yes",Trial1,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,1,23,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
192,3BEFOD78W6U8TVA7W1492ON56XT4M2,19,23,"English","Yes",Trial1,20 28-lucky-CxD CxD Eve_has_a_first_rate_college_education. She_got_a_minimum_wage_job. 2 lucky,1,20,28-lucky-CxD,CxD,Eve_has_a_first_rate_college_education.,She_got_a_minimum_wage_job.,2,lucky,Cx
186,3RKNTXVS3MZ7RU1IZYE4TXS5CG34AH,11,23,"English","Yes",Trial1,12 40-foolish-CnC CnC Kate's_favorite_shampoo_was_on_sale. She_bought_fifty_bottles. 5 foolish,1,12,40-foolish-CnC,CnC,Kate's_favorite_shampoo_was_on_sale.,She_bought_fifty_bottles.,5,foolish,Cn
237,3HPZF4IVNMUBIGC08JY2FHM07KOCYD,2,25,"english","Yes",Trial1,3 47-polite-CnC CnC Chad_had_insulted_his_wife. He_apologized. 7 polite,1,3,47-polite-CnC,CnC,Chad_had_insulted_his_wife.,He_apologized.,7,polite,Cn
182,3L4PIM1GQTHFOI1JQGOX4CLM7LQRYX,19,27,"English","Yes",Trial1,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,1,20,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
99,3CN4LGXD5XP8NCZLF4SKWJACF774YS,10,22,"English","Yes",Trial1,11 57-mean-CxD CxD Jack's_customer_asked_him_to_drive_slower. He_slowed_the_car_down. 1 mean,1,11,57-mean-CxD,CxD,Jack's_customer_asked_him_to_drive_slower.,He_slowed_the_car_down.,1,mean,Cx
118,38F71OA9GTXIRB7WGI0STSKWVN1MF7,4,29,"English","Yes",Trial1,5 30-lucky-CxC CxC Eve_did_not_understand_her_chemistry_class. She_got_a_B. 4 lucky,1,5,30-lucky-CxC,CxC,Eve_did_not_understand_her_chemistry_class.,She_got_a_B.,4,lucky,Cx
131,3TR2532VIPVW7A80CSKWJUF2YU36JK,6,37,"english","Yes",Trial1,7 59-mean-CnD CnD Jack_bumped_his_shopping_cart_into_a_woman. He_apologized_to_her. 1 mean,1,7,59-mean-CnD,CnD,Jack_bumped_his_shopping_cart_into_a_woman.,He_apologized_to_her.,1,mean,Cn
17,3U5JL4WY5KAJN79BA86ID533D1D4XM,5,55,"English","Yes",Trial1,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 2 true,1,6,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,2,true,na
78,351SEKWQS0ILTRT0PC525SHBJALMDW,18,29,"English","Yes",Trial1,19 10-stupid-CnC CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid,1,19,10-stupid-CnC,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid,Cn
209,3XIQGXAUMC9G6URUC64PGHND4337X9,22,23,"English","Yes",Trial1,23 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 7 lucky,1,23,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,7,lucky,Cn
143,3YZ8UPK3VTNU17SVYI1DCWGNBWDCUF,22,21,"english","Yes",Trial1,23 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 7 lucky,1,23,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,7,lucky,Cn
74,3WJ1OXY92AH8AVOKB14HA98AE2Z8AS,10,31,"English","Yes",Trial1,11 50-rude-CxD CxD Ann's_boyfriend_made_fun_of_her_haircut. She_ignored_him. 2 rude,1,11,50-rude-CxD,CxD,Ann's_boyfriend_made_fun_of_her_haircut.,She_ignored_him.,2,rude,Cx
14,3LOZAJ85YDE9KTUO6UNUKQ65TNGX2I,2,29,"english","Yes",Trial1,3 25-lucky-CxD CxD Eve_thought_she_found_water_in_the_desert. She_was_just_hallucinating. 1 lucky,1,3,25-lucky-CxD,CxD,Eve_thought_she_found_water_in_the_desert.,She_was_just_hallucinating.,1,lucky,Cx
213,36PW28KO4ZXPJWYBO4QH2J4WP5XEAX,19,21,"English","Yes",Trial1,20 9-stupid-CxD CxD Zack_had_wet_hair. He_used_the_hair_dryer. 1 stupid,1,20,9-stupid-CxD,CxD,Zack_had_wet_hair.,He_used_the_hair_dryer.,1,stupid,Cx
167,3KIBXJ1WD5VH70KMU9621916YJXOKQ,17,24,"English","Yes",Trial1,18 42-foolish-CxC CxC Kate_can't_swim. She_jumped_into_the_water. 7 foolish,1,18,42-foolish-CxC,CxC,Kate_can't_swim.,She_jumped_into_the_water.,7,foolish,Cx
25,3IOEN3P9S7KPCTSWM3EQFUJG4D316B,13,28,"English","Yes",Trial1,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 5 true,1,14,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,5,true,na
258,31UV0MXWNQD4TVOGPRPRFNM2PK65IU,11,24,"English","Yes",Trial1,12 24-brave-CxC CxC Greg_did_two_tours_in_Afghanistan. He_shared_his_story. 4 brave,1,12,24-brave-CxC,CxC,Greg_did_two_tours_in_Afghanistan.,He_shared_his_story.,4,brave,Cx
51,3JV9LGBJWTFC5EO34ILN3H9DR2JOGQ,10,25,"English","Yes",Trial1,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,1,11,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
164,3ND9UOO81K30WFB66V9DX3R7QL4LW5,8,24,"English","Yes",Trial1,9 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 1 smart,1,9,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,1,smart,Cx
48,3ATTHHXXWAPDVE8QVX8M76DMIJGIXH,2,27,"English","Yes",Trial1,3 19-brave-CnC CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave,1,3,19-brave-CnC,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave,Cn
254,3R3YRB5GRF468SVXE45M61QZBTUAUD,11,19,"english","Yes",Trial1,12 1-smart-CnD CnD Jane_wanted_to_get_a_good_job. She_dropped_out_of_high_school. 1 smart,1,12,1-smart-CnD,CnD,Jane_wanted_to_get_a_good_job.,She_dropped_out_of_high_school.,1,smart,Cn
205,3NVC2EB65Q0N5GGHFQN1MEI617CY32,16,35,"English","Yes",Trial1,17 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 7 foolish,1,17,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,7,foolish,Cn
232,384PI804XS2US25BXXDT2UWYHAX0SW,10,39,"English","Yes",Trial1,11 34-wise-CxD CxD Paul_was_in_danger_of_being_laid_off. He_took_a_vacation. 1 wise,1,11,34-wise-CxD,CxD,Paul_was_in_danger_of_being_laid_off.,He_took_a_vacation.,1,wise,Cx
238,3MMN5BL1WZ5NBZR3WNZQSJVZSXZM31,3,33,"English+and+Lao","Yes",Trial1,4 16-fortunate-CxD CxD Sue_lives_with_two_big_dogs. She_had_a_tiny_apartment. 1 fortunate,1,4,16-fortunate-CxD,CxD,Sue_lives_with_two_big_dogs.,She_had_a_tiny_apartment.,1,fortunate,Cx
77,3UN61F00HWQHMURZFEJ0TFNTCGPR5K,16,23,"English","Yes",Trial1,17 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 6 foolish,1,17,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,6,foolish,Cn
